age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,previous,poutcome,deposit,job_was_unknown,education_was_unknown,contact_was_unknown,poutcome_was_unknown,was_previously_contacted,effective_pdays,balance_per_contact,duration_per_contact,has_any_loan,month_num,quarter,age_group,balance_band,campaign_band,age_minmax,balance_minmax,day_minmax,duration_minmax,campaign_minmax,previous_minmax,balance_per_contact_minmax,duration_per_contact_minmax
44.0,unemployed,divorced,secondary,no,522,no,no,cellular,7,411,1,0,missing,no,0,0,0,1,0,,522.0,411.0,0,4,q2,36-50,high,1_contact,0.33766233766233766,0.07754253445426978,0.2,0.08357055713704759,0.0,0.0,0.06762163451832547,0.08357055713704759
29.0,self-employed,single,tertiary,no,1457,yes,no,cellular,7,89,1,1,other,no,0,0,0,0,1,314.0,1457.0,89.0,1,4,q2,26-35,very_high,1_contact,0.14285714285714285,0.08603126759028926,0.2,0.018096787311915413,0.0,0.0036363636363636364,0.07620166278194798,0.018096787311915413
35.0,entrepreneur,married,tertiary,no,1859,yes,no,cellular,7,157,1,2,failure,no,0,0,0,0,1,267.0,1859.0,157.0,1,4,q2,26-35,very_high,1_contact,0.22077922077922077,0.08968096889582917,0.2,0.03192354615697438,0.0,0.007272727272727273,0.07989061611026484,0.03192354615697438
53.0,blue-collar,married,secondary,no,2531,yes,no,cellular,7,413,1,0,missing,no,0,0,0,1,0,,2531.0,413.0,1,4,q2,51-65,very_high,1_contact,0.45454545454545453,0.09578196212300039,0.2,0.08397722651484343,0.0,0.0,0.08605722465909299,0.08397722651484343
46.0,blue-collar,single,tertiary,no,283,no,no,cellular,7,299,1,0,missing,yes,0,0,0,1,0,,283.0,299.0,0,4,q2,36-50,medium,1_contact,0.36363636363636365,0.07537268716067765,0.2,0.06079707198047987,0.0,0.0,0.06542845082313212,0.06079707198047987
50.0,services,single,secondary,no,1716,yes,no,cellular,7,272,1,0,missing,no,0,0,0,1,0,,1716.0,272.0,1,4,q2,36-50,very_high,1_contact,0.4155844155844156,0.08838269206326149,0.2,0.05530703538023587,0.0,0.0,0.0785783764934755,0.05530703538023587
31.0,blue-collar,married,primary,no,1601,no,no,cellular,7,615,1,3,failure,no,0,0,0,0,1,137.0,1601.0,615.0,0,4,q2,26-35,very_high,1_contact,0.16883116883116883,0.08733862328182594,0.2,0.12505083367222447,0.0,0.01090909090909091,0.07752307889955402,0.12505083367222447
37.0,technician,divorced,tertiary,no,1174,yes,no,cellular,7,436,1,2,failure,no,0,0,0,0,1,140.0,1174.0,436.0,1,4,q2,36-50,high,1_contact,0.24675324675324675,0.0834619505020609,0.2,0.08865392435949573,0.0,0.007272727272727273,0.07360471305081946,0.08865392435949573
38.0,services,single,secondary,no,167,yes,no,cellular,7,255,2,0,missing,no,0,0,0,1,0,,83.5,127.5,1,4,q2,36-50,medium,2_to_3,0.2597402597402597,0.07431953952027309,0.2,0.05185034566897113,0.016129032258064516,0.0,0.06359773891019876,0.025925172834485564
41.0,services,married,secondary,no,446,yes,no,cellular,7,93,3,2,failure,no,0,0,0,0,1,140.0,148.66666666666666,31.0,1,4,q2,36-50,medium,2_to_3,0.2987012987012987,0.07685254117262542,0.2,0.018910126067507117,0.03225806451612903,0.007272727272727273,0.0641957408800876,0.0063033753558357055
27.0,admin.,single,tertiary,no,2068,no,no,cellular,7,49,2,0,missing,no,0,0,0,1,0,,1034.0,24.5,0,4,q2,26-35,very_high,2_to_3,0.11688311688311688,0.09157845042035118,0.2,0.009963399755998373,0.016129032258064516,0.0,0.07232000293648026,0.004981699877999186
56.0,technician,married,primary,no,1232,no,no,cellular,7,44,1,0,missing,no,0,0,0,1,0,,1232.0,44.0,0,4,q2,51-65,high,1_contact,0.4935064935064935,0.08398852432226318,0.2,0.008946726311508743,0.0,0.0,0.07413695009818856,0.008946726311508743
39.0,blue-collar,single,primary,no,581,yes,no,cellular,7,620,1,2,success,no,0,0,0,0,1,39.0,581.0,620.0,1,4,q2,36-50,high,1_contact,0.2727272727272727,0.07807818713344107,0.2,0.1260675071167141,0.0,0.007272727272727273,0.06816304806651127,0.1260675071167141
48.0,services,married,secondary,no,665,yes,no,cellular,7,271,2,3,failure,no,0,0,0,0,1,230.0,332.5,135.5,1,4,q2,36-50,high,2_to_3,0.38961038961038963,0.07884081128683747,0.2,0.055103700691337944,0.016129032258064516,0.01090909090909091,0.0658826876135592,0.027551850345668972
42.0,technician,divorced,primary,no,5076,yes,no,cellular,7,99,1,2,other,no,0,0,0,0,1,251.0,5076.0,99.0,1,4,q2,36-50,very_high,1_contact,0.3116883116883117,0.11888765819911754,0.2,0.020130134200894673,0.0,0.007272727272727273,0.10941141923761631,0.020130134200894673
71.0,retired,married,secondary,no,951,no,yes,cellular,7,83,1,0,missing,no,0,0,0,1,0,,951.0,83.0,1,4,q2,65+,high,1_contact,0.6883116883116883,0.08143736495197283,0.2,0.016876779178527857,0.0,0.0,0.07155835336869346,0.016876779178527857
35.0,management,married,tertiary,no,0,yes,no,cellular,7,139,1,2,other,no,0,0,0,0,1,243.0,0.0,139.0,1,4,q2,26-35,low,1_contact,0.22077922077922077,0.07280337007244929,0.2,0.028263521756811714,0.0,0.007272727272727273,0.0628315010920036,0.028263521756811714
33.0,blue-collar,married,primary,no,1064,yes,no,cellular,7,311,1,1,failure,no,0,0,0,0,1,330.0,1064.0,311.0,1,4,q2,26-35,high,1_contact,0.19480519480519481,0.08246327601547038,0.2,0.06323708824725498,0.0,0.0036363636363636364,0.07259529796098152,0.06323708824725498
33.0,blue-collar,married,secondary,no,1130,yes,no,cellular,7,1063,1,0,missing,no,0,0,0,1,0,,1130.0,1063.0,1,4,q2,26-35,high,1_contact,0.19480519480519481,0.0830624807074247,0.2,0.21614477429849532,0.0,0.0,0.07320094701488429,0.21614477429849532
35.0,management,single,tertiary,no,714,yes,no,cellular,7,263,2,22,failure,no,0,0,0,0,1,224.0,357.0,131.5,1,4,q2,26-35,high,2_to_3,0.22077922077922077,0.0792856753763187,0.2,0.053477023180154536,0.016129032258064516,0.08,0.06610751188356856,0.026738511590077268
43.0,technician,single,secondary,no,4990,yes,no,cellular,7,58,1,10,failure,no,0,0,0,0,1,228.0,4990.0,58.0,1,4,q2,36-50,very_high,1_contact,0.3246753246753247,0.11810687632778312,0.2,0.011793411956079707,0.0,0.03636363636363636,0.10862224016737937,0.011793411956079707
37.0,services,married,secondary,no,0,yes,yes,cellular,7,487,1,0,missing,no,0,0,0,1,0,,0.0,487.0,1,4,q2,36-50,low,1_contact,0.24675324675324675,0.07280337007244929,0.2,0.09902399349328996,0.0,0.0,0.0628315010920036,0.09902399349328996
28.0,technician,single,secondary,no,922,yes,no,cellular,7,304,1,0,missing,no,0,0,0,1,0,,922.0,304.0,1,4,q2,26-35,high,1_contact,0.12987012987012986,0.0811740780418717,0.2,0.0618137454249695,0.0,0.0,0.0712922348450089,0.0618137454249695
24.0,admin.,single,secondary,no,5,no,no,cellular,7,66,1,1,failure,no,0,0,0,0,1,330.0,5.0,66.0,0,4,q2,18-25,low,1_contact,0.07792207792207792,0.07284876436729432,0.2,0.013420089467263115,0.0,0.0036363636363636364,0.06287738359608715,0.013420089467263115
49.0,entrepreneur,divorced,tertiary,no,1342,yes,yes,cellular,7,253,1,1,failure,no,0,0,0,0,1,140.0,1342.0,253.0,1,4,q2,36-50,high,1_contact,0.4025974025974026,0.0849871988088537,0.2,0.05144367629117527,0.0,0.0036363636363636364,0.0751463651880265,0.05144367629117527
36.0,services,married,secondary,no,1746,yes,no,cellular,7,15,1,1,failure,no,0,0,0,0,1,316.0,1746.0,15.0,1,4,q2,36-50,very_high,1_contact,0.23376623376623376,0.08865505783233163,0.2,0.0030500203334688897,0.0,0.0036363636363636364,0.07885367151797676,0.0030500203334688897
39.0,management,married,tertiary,no,416,yes,no,cellular,7,145,1,0,missing,no,0,0,0,1,0,,416.0,145.0,1,4,q2,36-50,medium,1_contact,0.2727272727272727,0.07658017540355529,0.2,0.029483529890199266,0.0,0.0,0.06664892543175437,0.029483529890199266
36.0,admin.,divorced,secondary,no,356,yes,no,cellular,7,244,3,1,failure,no,0,0,0,0,1,313.0,118.66666666666667,81.33333333333333,1,4,q2,36-50,medium,2_to_3,0.23376623376623376,0.076035443865415,0.2,0.04961366409109394,0.03225806451612903,0.0036363636363636364,0.06392044585558634,0.016537888030364645
50.0,blue-collar,married,secondary,no,2320,yes,no,cellular,7,310,1,0,missing,no,0,0,0,1,0,,2320.0,310.0,1,4,q2,36-50,very_high,1_contact,0.4155844155844156,0.09386632288054038,0.2,0.06303375355835705,0.0,0.0,0.08412098298676748,0.06303375355835705
20.0,student,single,secondary,no,8860,no,no,cellular,7,98,2,0,missing,no,0,1,0,1,0,,4430.0,49.0,0,4,q2,18-25,very_high,2_to_3,0.025974025974025976,0.1532420605378316,0.2,0.019926799511996746,0.016129032258064516,0.0,0.10348339971002257,0.009963399755998373
25.0,admin.,single,secondary,no,82,no,yes,cellular,7,104,2,0,missing,yes,0,0,0,1,0,,41.0,52.0,1,4,q2,18-25,medium,2_to_3,0.09090909090909091,0.07354783650790768,0.2,0.0211468076453843,0.016129032258064516,0.0,0.06320773762548865,0.01057340382269215
31.0,student,single,secondary,no,735,no,no,cellular,7,88,3,1,other,no,0,0,0,0,1,322.0,245.0,29.333333333333332,0,4,q2,26-35,high,2_to_3,0.16883116883116883,0.07947633141466781,0.2,0.017893452623017485,0.03225806451612903,0.0036363636363636364,0.0650797437920972,0.0059644842076724955
39.0,technician,divorced,secondary,no,17441,yes,yes,cellular,7,1,1,0,missing,no,0,0,0,1,0,,17441.0,1.0,1,4,q2,36-50,very_high,1_contact,0.2727272727272727,0.23114774935086158,0.2,0.00020333468889792598,0.0,0.0,0.2228788518362178,0.00020333468889792598
41.0,blue-collar,married,secondary,no,1885,yes,no,cellular,7,158,2,0,missing,no,0,0,0,1,0,,942.5,79.0,1,4,q2,36-50,very_high,2_to_3,0.2987012987012987,0.0899170192290233,0.2,0.032126880845872306,0.016129032258064516,0.0,0.07148035311175142,0.016063440422936153
44.0,unemployed,married,secondary,no,728,yes,no,cellular,7,185,1,11,failure,no,0,0,0,0,1,328.0,728.0,185.0,1,4,q2,36-50,high,1_contact,0.33766233766233766,0.07941277940188476,0.2,0.03761691744611631,0.0,0.04,0.06951199368656744,0.03761691744611631
41.0,management,married,tertiary,no,5,yes,no,cellular,7,542,3,3,failure,no,0,0,0,0,1,140.0,1.6666666666666667,180.66666666666666,1,4,q2,36-50,low,2_to_3,0.2987012987012987,0.07284876436729432,0.2,0.11020740138267589,0.03225806451612903,0.01090909090909091,0.06284679526003145,0.03673580046089196
37.0,technician,single,secondary,no,3568,yes,no,cellular,7,265,1,0,missing,no,0,0,0,1,0,,3568.0,265.0,1,4,q2,36-50,very_high,1_contact,0.24675324675324675,0.10519673887385833,0.2,0.053883692557950384,0.0,0.0,0.09557325600601979,0.053883692557950384
31.0,technician,single,secondary,no,2484,yes,no,cellular,7,562,1,0,missing,no,0,0,0,1,0,,2484.0,562.0,1,4,q2,26-35,very_high,1_contact,0.16883116883116883,0.09535525575145716,0.2,0.1142740951606344,0.0,0.0,0.0856259291207077,0.1142740951606344
51.0,blue-collar,married,secondary,no,4787,yes,no,cellular,7,895,1,0,missing,yes,0,0,0,1,0,,4787.0,895.0,1,4,q2,51-65,very_high,1_contact,0.42857142857142855,0.11626386795707515,0.2,0.18198454656364377,0.0,0.0,0.10675941050158753,0.18198454656364377
39.0,services,single,secondary,no,600,no,no,cellular,7,277,1,0,missing,no,0,0,0,1,0,,600.0,277.0,0,4,q2,36-50,high,1_contact,0.2727272727272727,0.07825068545385216,0.2,0.056323708824725496,0.0,0.0,0.06833740158202874,0.056323708824725496
43.0,blue-collar,married,secondary,no,1617,yes,no,cellular,7,239,1,0,missing,no,0,0,0,1,0,,1617.0,239.0,1,4,q2,36-50,very_high,1_contact,0.3246753246753247,0.08748388502533001,0.2,0.04859699064660431,0.0,0.0,0.07766990291262135,0.04859699064660431
35.0,blue-collar,married,primary,no,-210,yes,yes,telephone,7,235,3,0,missing,no,0,0,0,1,0,,-70.0,78.33333333333333,1,4,q2,26-35,low,2_to_3,0.22077922077922077,0.0708968096889583,0.2,0.04778365189101261,0.03225806451612903,0.0,0.062189146034834,0.01592788396367087
34.0,unemployed,married,secondary,no,428,yes,no,cellular,7,221,2,3,other,no,0,0,0,0,1,267.0,214.0,110.5,1,4,q2,26-35,medium,2_to_3,0.2077922077922078,0.07668912171118333,0.2,0.04493696624644164,0.016129032258064516,0.01090909090909091,0.06479527226677924,0.02246848312322082
51.0,blue-collar,married,secondary,no,984,yes,no,telephone,7,353,4,0,missing,no,0,0,0,1,0,,246.0,88.25,1,4,q2,51-65,high,4_to_6,0.42857142857142855,0.08173696729794999,0.2,0.07177714518096787,0.04838709677419355,0.0,0.06508892029291391,0.017944286295241967
50.0,management,married,secondary,no,732,no,no,cellular,7,736,7,0,missing,no,0,0,0,1,0,,104.57142857142857,105.14285714285714,0,4,q2,36-50,high,7_plus,0.4155844155844156,0.07944909483776079,0.2,0.14965433102887352,0.0967741935483871,0.0,0.0637911008916937,0.021379190146981933
48.0,management,divorced,tertiary,no,351,yes,no,cellular,7,725,3,0,missing,no,0,0,0,1,0,,117.0,241.66666666666666,1,4,q2,36-50,medium,2_to_3,0.38961038961038963,0.07599004957056997,0.2,0.14741764945099634,0.03225806451612903,0.0,0.0639051516875585,0.04913921648366545
54.0,blue-collar,married,secondary,no,5521,yes,no,cellular,7,581,2,0,missing,no,0,0,0,1,0,,2760.5,290.5,1,4,q2,51-65,very_high,2_to_3,0.4675324675324675,0.12292775044032465,0.2,0.118137454249695,0.016129032258064516,0.0,0.08816323159652761,0.0590687271248475
30.0,management,married,tertiary,no,8623,no,no,cellular,8,163,3,0,missing,no,0,0,0,1,0,,2874.3333333333335,54.333333333333336,0,4,q2,26-35,very_high,2_to_3,0.15584415584415584,0.15109037096217748,0.23333333333333334,0.033143554290361935,0.03225806451612903,0.0,0.08920782327282961,0.011047851430120647
45.0,housemaid,married,primary,no,317,yes,no,cellular,8,325,2,0,missing,no,0,0,0,1,0,,158.5,162.5,1,4,q2,36-50,medium,2_to_3,0.35064935064935066,0.07568136836562381,0.23333333333333334,0.06608377389182594,0.016129032258064516,0.0,0.0642859764714519,0.03304188694591297
40.0,blue-collar,single,primary,no,446,yes,no,cellular,8,594,4,1,failure,no,0,0,0,0,1,331.0,111.5,148.5,1,4,q2,36-50,medium,4_to_6,0.2857142857142857,0.07685254117262542,0.23333333333333334,0.12078080520536803,0.04838709677419355,0.0036363636363636364,0.06385468093306661,0.03019520130134201
56.0,technician,married,secondary,no,2847,no,no,cellular,8,327,1,0,missing,yes,0,0,0,1,0,,2847.0,327.0,0,4,q2,51-65,very_high,1_contact,0.4935064935064935,0.09865088155720589,0.23333333333333334,0.0664904432696218,0.0,0.0,0.0889569989171729,0.0664904432696218
49.0,management,married,tertiary,no,519,yes,no,cellular,8,98,1,0,missing,no,0,0,0,1,0,,519.0,98.0,1,4,q2,36-50,high,1_contact,0.4025974025974026,0.07751529787736278,0.23333333333333334,0.019926799511996746,0.0,0.0,0.06759410501587534,0.019926799511996746
55.0,blue-collar,married,secondary,no,1358,no,no,cellular,8,149,1,0,missing,no,0,0,0,1,0,,1358.0,149.0,0,4,q2,51-65,high,1_contact,0.4805194805194805,0.08513246055235778,0.23333333333333334,0.03029686864579097,0.0,0.0,0.07529318920109383,0.03029686864579097
35.0,blue-collar,married,secondary,no,0,yes,yes,cellular,8,519,1,0,missing,no,0,0,0,1,0,,0.0,519.0,1,4,q2,26-35,low,1_contact,0.22077922077922077,0.07280337007244929,0.23333333333333334,0.10553070353802359,0.0,0.0,0.0628315010920036,0.10553070353802359
38.0,blue-collar,married,secondary,no,6994,yes,no,telephone,8,169,1,2,failure,no,0,0,0,0,1,139.0,6994.0,169.0,1,4,q2,36-50,very_high,1_contact,0.2597402597402597,0.1363009097016687,0.23333333333333334,0.034363562423749494,0.0,0.007272727272727273,0.12701194780406336,0.034363562423749494
42.0,technician,married,secondary,no,233,no,no,cellular,8,98,1,4,failure,no,0,0,0,0,1,231.0,233.0,98.0,0,4,q2,36-50,medium,1_contact,0.3116883116883117,0.07491874421222741,0.23333333333333334,0.019926799511996746,0.0,0.014545454545454545,0.06496962578229669,0.019926799511996746
36.0,blue-collar,single,secondary,no,1822,yes,no,cellular,8,952,1,1,other,yes,0,0,0,0,1,323.0,1822.0,952.0,1,4,q2,36-50,very_high,1_contact,0.23376623376623376,0.08934505111397599,0.23333333333333334,0.19357462383082555,0.0,0.0036363636363636364,0.07955108558004662,0.19357462383082555
35.0,technician,single,secondary,no,16,yes,no,cellular,8,903,1,0,missing,yes,0,0,0,1,0,,16.0,903.0,1,4,q2,26-35,low,1_contact,0.22077922077922077,0.07294863181595337,0.23333333333333334,0.18361122407482716,0.0,0.0,0.06297832510507094,0.18361122407482716
37.0,technician,married,secondary,no,720,yes,no,cellular,8,58,3,0,missing,no,0,0,0,1,0,,240.0,19.333333333333332,1,4,q2,36-50,high,2_to_3,0.24675324675324675,0.07934014853013273,0.23333333333333334,0.011793411956079707,0.03225806451612903,0.0,0.06503386128801365,0.003931137318693235
54.0,technician,married,secondary,no,3323,yes,yes,cellular,8,59,3,0,missing,no,0,0,0,1,0,,1107.6666666666667,19.666666666666668,1,4,q2,51-65,very_high,2_to_3,0.4675324675324675,0.10297241842645216,0.23333333333333334,0.011996746644977633,0.03225806451612903,0.0,0.07299600516331113,0.003998915548325878
39.0,blue-collar,married,primary,no,5949,yes,no,cellular,8,123,1,0,missing,no,0,0,0,1,0,,5949.0,123.0,1,4,q2,36-50,very_high,1_contact,0.2727272727272727,0.1268135020790587,0.23333333333333334,0.025010166734444898,0.0,0.0,0.1174225044506029,0.025010166734444898
36.0,technician,single,secondary,no,524,yes,no,cellular,8,95,1,0,missing,no,0,0,0,1,0,,524.0,95.0,1,4,q2,36-50,high,1_contact,0.23376623376623376,0.07756069217220779,0.23333333333333334,0.01931679544530297,0.0,0.0,0.0676399875199589,0.01931679544530297
53.0,admin.,married,secondary,no,35,yes,no,cellular,8,97,1,0,missing,no,0,0,0,1,0,,35.0,97.0,1,4,q2,51-65,low,1_contact,0.45454545454545453,0.07312113013636447,0.23333333333333334,0.01972346482309882,0.0,0.0,0.0631526786205884,0.01972346482309882
65.0,retired,married,secondary,no,20806,no,no,telephone,8,523,2,0,missing,yes,0,0,0,1,0,,10403.0,261.5,0,4,q2,51-65,very_high,2_to_3,0.6103896103896104,0.26169810978156266,0.23333333333333334,0.10634404229361528,0.016129032258064516,0.0,0.1582946390882229,0.05317202114680764
35.0,admin.,married,secondary,no,126,yes,no,cellular,8,268,1,0,missing,no,0,0,0,1,0,,126.0,268.0,1,4,q2,26-35,medium,1_contact,0.22077922077922077,0.0739473063025439,0.23333333333333334,0.054493696624644164,0.0,0.0,0.06398774019490888,0.054493696624644164
35.0,blue-collar,married,secondary,no,2926,yes,no,cellular,8,182,1,25,failure,no,0,0,0,0,1,292.0,2926.0,182.0,1,4,q2,26-35,very_high,1_contact,0.22077922077922077,0.09936811141575727,0.23333333333333334,0.03700691337942253,0.0,0.09090909090909091,0.08968194248169288,0.03700691337942253
28.0,technician,married,secondary,no,139,yes,yes,cellular,8,72,1,0,missing,no,0,0,0,1,0,,139.0,72.0,1,4,q2,26-35,medium,1_contact,0.12987012987012986,0.07406533146914096,0.23333333333333334,0.014640097600650671,0.0,0.0,0.06410703470552609,0.014640097600650671
49.0,management,married,tertiary,no,78,yes,no,cellular,8,65,3,0,missing,no,0,0,0,1,0,,26.0,21.666666666666668,1,4,q2,36-50,medium,2_to_3,0.4025974025974026,0.07351152107203167,0.23333333333333334,0.013216754778365189,0.03225806451612903,0.0,0.06307009011323803,0.00440558492612173
27.0,student,single,tertiary,no,3687,no,no,cellular,8,335,2,0,missing,no,0,0,0,1,0,,1843.5,167.5,0,4,q2,26-35,very_high,2_to_3,0.11688311688311688,0.1062771230911699,0.23333333333333334,0.0681171207808052,0.016129032258064516,0.0,0.07974838034760585,0.0340585603904026
37.0,admin.,single,secondary,no,810,yes,no,cellular,8,376,1,1,failure,no,0,0,0,0,1,295.0,810.0,376.0,1,4,q2,36-50,high,1_contact,0.24675324675324675,0.08015724583734317,0.23333333333333334,0.07645384302562017,0.0,0.0036363636363636364,0.07026446675353754,0.07645384302562017
35.0,technician,single,tertiary,no,458,yes,no,cellular,8,2129,1,3,failure,no,0,0,0,0,1,322.0,458.0,2129.0,1,4,q2,26-35,high,1_contact,0.22077922077922077,0.07696148748025348,0.23333333333333334,0.4328995526636844,0.0,0.01090909090909091,0.06703433846605612,0.4328995526636844
35.0,blue-collar,married,secondary,no,1993,yes,no,cellular,8,462,2,0,missing,no,0,0,0,1,0,,996.5,231.0,1,4,q2,26-35,very_high,2_to_3,0.22077922077922077,0.09089753599767582,0.23333333333333334,0.0939406262708418,0.016129032258064516,0.0,0.0719758841558537,0.0469703131354209
54.0,unemployed,married,secondary,no,377,no,no,cellular,8,1134,1,0,missing,yes,0,0,0,1,0,,377.0,1134.0,0,4,q2,51-65,medium,1_contact,0.4675324675324675,0.0762260999037641,0.23333333333333334,0.23058153721024807,0.0,0.0,0.06629104189990273,0.23058153721024807
31.0,admin.,married,secondary,no,941,yes,no,cellular,8,213,4,0,missing,no,0,0,0,1,0,,235.25,53.25,1,4,q2,26-35,high,4_to_6,0.16883116883116883,0.08134657636228279,0.23333333333333334,0.04331028873525823,0.04838709677419355,0.0,0.06499027290913428,0.010827572183814558
55.0,self-employed,married,secondary,no,12159,yes,no,cellular,8,179,5,4,failure,no,0,0,0,0,1,139.0,2431.8,35.8,1,4,q2,51-65,very_high,4_to_6,0.4805194805194805,0.18319321627657836,0.23333333333333334,0.03639690931272875,0.06451612903225806,0.014545454545454545,0.0851469157780755,0.00727938186254575
39.0,admin.,married,secondary,no,217,yes,no,cellular,8,284,1,4,failure,no,0,0,0,0,1,308.0,217.0,284.0,1,4,q2,36-50,medium,1_contact,0.2727272727272727,0.07477348246872333,0.23333333333333334,0.05774705164701098,0.0,0.014545454545454545,0.06482280176922936,0.05774705164701098
48.0,management,married,secondary,no,4415,yes,no,cellular,8,1032,3,7,failure,yes,0,0,0,0,1,141.0,1471.6666666666667,344.0,1,4,q2,36-50,very_high,2_to_3,0.38961038961038963,0.11288653242060538,0.23333333333333334,0.20984139894265963,0.03225806451612903,0.025454545454545455,0.07633625146059304,0.06994713298088653
44.0,self-employed,divorced,secondary,no,522,yes,no,cellular,8,241,1,0,missing,no,0,0,0,1,0,,522.0,241.0,1,4,q2,36-50,high,1_contact,0.33766233766233766,0.07754253445426978,0.23333333333333334,0.04900366002440016,0.0,0.0,0.06762163451832547,0.04900366002440016
34.0,student,single,tertiary,no,3404,yes,no,cellular,8,420,1,5,failure,no,0,0,0,0,1,139.0,3404.0,420.0,1,4,q2,26-35,very_high,1_contact,0.2077922077922078,0.10370780600294155,0.23333333333333334,0.08540056933712892,0.0,0.01818181818181818,0.09406830987207958,0.08540056933712892
36.0,self-employed,married,primary,no,1094,yes,no,cellular,8,291,1,1,failure,no,0,0,0,0,1,335.0,1094.0,291.0,1,4,q2,36-50,high,1_contact,0.23376623376623376,0.08273564178454051,0.23333333333333334,0.059170394469296464,0.0,0.0036363636363636364,0.07287059298548278,0.059170394469296464
45.0,blue-collar,married,primary,no,31,no,no,cellular,8,393,2,1,other,no,0,0,0,0,1,310.0,15.5,196.5,0,4,q2,36-50,low,2_to_3,0.35064935064935066,0.07308481470048844,0.23333333333333334,0.0799105327368849,0.016129032258064516,0.0036363636363636364,0.06297373685466258,0.03995526636844245
32.0,technician,married,secondary,no,303,yes,no,cellular,8,150,1,4,failure,yes,0,0,0,0,1,267.0,303.0,150.0,1,4,q2,26-35,medium,1_contact,0.18181818181818182,0.07555426434005774,0.23333333333333334,0.030500203334688898,0.0,0.014545454545454545,0.06561198083946629,0.030500203334688898
60.0,admin.,divorced,secondary,no,12039,no,no,telephone,8,236,1,0,missing,yes,0,0,0,1,0,,12039.0,236.0,0,4,q2,51-65,very_high,1_contact,0.5454545454545454,0.18210375320029779,0.23333333333333334,0.04798698657991053,0.0,0.0,0.1733073944243581,0.04798698657991053
38.0,technician,married,tertiary,no,3234,no,no,cellular,8,281,1,2,success,no,0,0,0,0,1,141.0,3234.0,281.0,0,4,q2,36-50,very_high,1_contact,0.2597402597402597,0.10216439997821074,0.23333333333333334,0.0571370475803172,0.0,0.007272727272727273,0.09250830473323912,0.0571370475803172
42.0,blue-collar,married,secondary,no,363,no,no,cellular,8,101,2,0,missing,no,0,0,0,1,0,,181.5,50.5,0,4,q2,36-50,medium,2_to_3,0.3116883116883117,0.07609899587819803,0.23333333333333334,0.020536803578690525,0.016129032258064516,0.0,0.0644970359902362,0.010268401789345263
40.0,entrepreneur,married,tertiary,no,2310,yes,yes,cellular,8,120,1,1,failure,no,0,0,0,0,1,294.0,2310.0,120.0,1,4,q2,36-50,very_high,1_contact,0.2857142857142857,0.09377553429085032,0.23333333333333334,0.024400162667751118,0.0,0.0036363636363636364,0.0840292179786004,0.024400162667751118
28.0,student,single,secondary,no,11555,no,no,cellular,8,125,2,0,missing,no,0,0,0,1,0,,5777.5,62.5,0,4,q2,26-35,very_high,2_to_3,0.12987012987012986,0.17770958545929946,0.23333333333333334,0.02541683611224075,0.016129032258064516,0.0,0.11584873456053738,0.012708418056120375
68.0,retired,married,primary,no,1759,no,no,telephone,8,185,1,0,missing,no,0,0,0,1,0,,1759.0,185.0,0,4,q2,65+,very_high,1_contact,0.6493506493506493,0.08877308299892869,0.23333333333333334,0.03761691744611631,0.0,0.0,0.07897296602859398,0.03761691744611631
52.0,services,married,primary,no,821,yes,yes,cellular,8,426,2,0,missing,no,0,0,0,1,0,,410.5,213.0,1,4,q2,51-65,high,2_to_3,0.44155844155844154,0.08025711328600221,0.23333333333333334,0.08662057747051646,0.016129032258064516,0.0,0.06659845467726247,0.04331028873525823
37.0,admin.,married,tertiary,no,2693,yes,no,cellular,8,261,1,0,missing,no,0,0,0,1,0,,2693.0,261.0,1,4,q2,36-50,very_high,1_contact,0.24675324675324675,0.09725273727597915,0.23333333333333334,0.05307035380235868,0.0,0.0,0.08754381779139979,0.05307035380235868
34.0,blue-collar,married,secondary,no,11,yes,no,cellular,8,233,1,0,missing,no,0,1,0,1,0,,11.0,233.0,1,4,q2,26-35,low,1_contact,0.2077922077922078,0.07290323752110835,0.23333333333333334,0.04737698251321675,0.0,0.0,0.06293244260098739,0.04737698251321675
67.0,retired,married,secondary,no,1443,no,no,cellular,8,245,1,0,missing,yes,0,0,0,1,0,,1443.0,245.0,0,4,q2,65+,very_high,1_contact,0.6363636363636364,0.08590416356472319,0.23333333333333334,0.049816998779991864,0.0,0.0,0.07607319177051407,0.049816998779991864
34.0,technician,married,secondary,no,2726,yes,no,cellular,8,67,1,0,missing,no,0,0,0,1,0,,2726.0,67.0,1,4,q2,26-35,very_high,1_contact,0.2077922077922078,0.09755233962195631,0.23333333333333334,0.013623424156161041,0.0,0.0,0.08784664231835117,0.013623424156161041
35.0,blue-collar,married,secondary,no,21,yes,no,cellular,8,663,2,0,missing,no,0,0,0,1,0,,10.5,331.5,1,4,q2,26-35,low,2_to_3,0.22077922077922077,0.0729940261107984,0.23333333333333334,0.13481089873932492,0.016129032258064516,0.0,0.06292785435057904,0.06740544936966246
27.0,technician,single,tertiary,no,4661,no,no,cellular,8,114,1,0,missing,yes,0,0,0,1,0,,4661.0,114.0,0,4,q2,26-35,very_high,1_contact,0.11688311688311688,0.11511993172698055,0.23333333333333334,0.023180154534363562,0.0,0.0,0.10560317139868225,0.023180154534363562
